Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Item_Outlet_Sales,Item_Visibility_MeanRatio,Outlet_Years,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Item_Type_Combined_0,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
FDP25,12.792854228644991,0.037131628,216.4824,OUT019,218.3824,0.5326613852099554,28,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FDQ51,16.0,0.017547958,48.3718,OUT035,614.5334,0.2517293240114901,9,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
NCH07,13.15,0.093191195,158.1604,OUT017,1426.1436,1.3368482259401897,6,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDP44,16.5,0.079875237,102.7332,OUT045,1537.9979999999998,1.1458278744038233,11,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
NCP55,14.65,0.01125332,57.0614,OUT017,939.4438,0.16143135494654035,6,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDO09,13.5,0.125170423,261.491,OUT013,3418.883,1.7955972978749024,26,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDP38,10.1,0.032152004,50.6008,OUT049,404.8064,0.4612275817240232,14,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDI48,11.85,0.056033565,51.4666,OUT017,974.0654,0.8038138363109767,6,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDS58,9.285,0.021049215,161.0578,OUT045,2406.867,0.3019556271403498,11,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDJ55,12.8,0.023526504,223.5404,OUT035,5626.01,0.3374928836890092,9,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
NCF06,6.235,0.020229757,260.8962,OUT049,5956.9126,0.29020032157170145,14,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDF41,12.15,0.131445848,246.84599999999998,OUT045,6404.996,1.885619652221477,11,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
NCL05,12.792854228644991,0.083862625,44.077,OUT019,216.385,1.2030278338413558,28,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FDT24,12.35,0.18614827,78.2328,OUT049,1158.492,2.6703379488945864,14,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDK08,9.195,0.20471303600000001,101.0016,OUT010,202.4032,2.936653607708649,15,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
FDU55,16.2,0.036057562,260.3278,OUT018,2342.9502,0.5172536717812064,4,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCY18,7.285,0.031327838999999996,174.6054,OUT017,2976.7918,0.4494047532032386,6,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDS11,7.05,0.055558509000000006,224.7088,OUT046,3131.9232,0.7969990533175594,16,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDC28,12.792854228644991,0.0477043829,109.9254,OUT019,108.5254,0.6843298838418858,28,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FDR59,14.5,0.06386355099999999,262.3594,OUT046,4448.2098,0.9161367107331418,16,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
DRE15,13.35,0.016765330000000002,75.7012,OUT017,1442.1228,0.24050235290793132,6,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDP19,11.5,0.1480770922222222,128.4652,OUT049,2841.6344,2.124198515102844,14,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
DRN47,12.1,0.016852909,180.666,OUT049,2876.256,0.2417586929600104,14,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDJ34,11.8,0.094037241,124.5704,OUT018,1001.3632,1.3489849422272142,4,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDX21,7.05,0.085312137,107.4912,OUT018,982.7208,1.2238214028655434,4,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDI57,12.792854228644991,0.053764023,195.7768,OUT027,3547.3824,0.7712567562521069,28,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
NCI42,18.75,0.010365546,207.0954,OUT046,3125.9309999999996,0.14869604130520517,16,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDL03,19.25,0.027135522000000002,196.31099999999998,OUT045,3142.5759999999996,0.389265042106832,11,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDX37,16.2,0.06080283544444444,100.57,OUT013,1398.18,0.8722300716933487,26,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDW57,8.31,0.11614859599999999,176.0028,OUT018,4427.57,1.666177201698549,4,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDX14,13.1,0.075363922,73.8354,OUT017,1956.1204,1.0811120667096803,6,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDD09,13.5,0.021496402999999997,180.5976,OUT046,3078.6592,0.30837063753335675,16,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDM09,11.15,0.085931544,169.679,OUT046,1018.674,1.232706932760132,16,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
NCW54,7.5,0.09680600800000001,56.2588,OUT018,687.1056,1.3887035149098779,4,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DRL11,12.792854228644991,0.04778563,156.5946,OUT027,3787.0704,0.6854953913932996,28,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
FDJ58,15.6,0.105725004,169.9764,OUT018,2748.4224,1.5166484777335396,4,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDX21,12.792854228644991,0.148764535,111.1912,OUT019,109.1912,2.1340600332205986,28,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FDA20,6.78,0.066997921,186.524,OUT017,2609.936,0.9610999390074457,6,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDL34,16.0,0.040938155,141.1496,OUT035,4516.7872,0.5872668537517359,9,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDL38,12.792854228644991,0.014661762,89.1172,OUT027,2319.6472,0.2103262064496253,28,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
DRL11,10.5,0.048213766,159.6946,OUT018,3629.2758,0.6916370966484058,4,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDO40,17.1,0.032761024,148.8392,OUT018,2087.9488,0.46996410781494946,4,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DRZ24,7.535,0.06895387800000001,121.64399999999999,OUT045,1557.9720000000002,0.9891585731462751,11,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDM52,15.1,0.025988507999999997,146.6076,OUT035,2364.9216,0.37281087354478526,9,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDM52,15.1,0.026140452,149.0076,OUT017,4138.6128,0.37499054370399143,6,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDV49,10.0,0.025932407999999997,264.7226,OUT018,3171.8712,0.37200610668376105,4,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDF47,20.85,0.09817040199999999,224.0746,OUT017,2243.746,1.4082760474692404,6,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDF56,16.7,0.119439636,182.1976,OUT035,724.3904,1.7133878956433815,9,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDW12,8.315,0.059540542,143.6444,OUT010,145.1444,0.8541221941001761,15,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
FDY09,12.792854228644991,0.044122209,173.8054,OUT019,175.1054,0.6329428099533682,28,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FDY55,16.75,0.08130482900000001,258.4988,OUT035,4111.9808,1.1663356866388557,9,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDU36,12.792854228644991,0.081014461,98.8384,OUT019,492.69199999999995,1.1621702936994283,28,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
NCR06,12.5,0.006775666999999999,42.9112,OUT049,1022.6688,0.09719843605945268,14,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDW24,6.8,0.03749705,49.9034,OUT046,194.4136,0.5379034443167146,16,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDF16,7.3,0.086060695,149.8076,OUT013,2808.3444,1.2345596323121488,26,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
NCR18,15.85,0.020519478,42.5112,OUT049,852.2239999999999,0.2943564331535694,14,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
DRD01,12.1,0.061163967,56.5614,OUT035,828.921,0.8774105834291995,9,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDS15,9.195,0.07821891,107.6596,OUT045,323.5788,1.1220674986352022,11,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDT19,7.59,0.14492016,174.708,OUT013,2942.836,2.078911626779423,26,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDE59,12.15,0.062235982999999995,34.5532,OUT013,359.532,0.8927888891562534,26,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDE04,19.75,0.030166923999999998,179.766,OUT010,719.064,0.43275117173325794,15,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
NCV17,18.85,0.016104504,130.2626,OUT035,2360.9268,0.23102265833211696,9,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDC17,12.15,0.01544786,211.2928,OUT013,2735.1064,0.22160295546776088,26,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDI45,13.1,0.037574137,174.2054,OUT035,3677.2134,0.5390092743169957,9,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDZ33,12.792854228644991,0.106876976,146.7076,OUT027,3842.9976,1.5331737698980277,28,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
FDJ56,12.792854228644991,0.32111501,100.77,OUT019,199.74,4.606465572646281,28,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FDN25,7.895,0.061124625999999994,58.5588,OUT013,171.7764,0.8768462281158385,26,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDC10,12.792854228644991,0.127599399,118.9098,OUT019,120.5098,1.8304414937933182,28,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FDQ22,16.75,0.029785889,38.9822,OUT049,628.5152,0.42728514070134427,14,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
NCR54,16.35,0.08813219655555556,198.21099999999998,OUT035,2946.165,1.2642757785594072,9,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
DRK11,8.21,0.010762387,149.5392,OUT035,1789.6704,0.15438881288979886,9,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
DRI37,15.85,0.108206497,58.3904,OUT017,468.7232,1.5522460415885047,6,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDX37,16.2,0.063127333,100.47,OUT049,1597.92,0.9055755013055212,14,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDF05,17.5,0.02687089,264.491,OUT046,3681.8740000000003,0.38546883775805196,16,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDW36,12.792854228644991,0.099681705,107.4622,OUT019,317.5866,1.429956022003402,28,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FDI04,13.65,0.072898645,198.1426,OUT035,1977.4260000000002,1.0457471249477344,9,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDB04,11.35,0.06335453099999999,88.9856,OUT045,1230.3984,0.9088347066761269,11,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDU38,10.8,0.082534287,191.1504,OUT035,4410.2592,1.18397253254654,9,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDY28,7.47,0.152024355,211.8218,OUT013,1496.0526,2.1808228693864438,26,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDP20,19.85,0.045669235999999995,126.402,OUT046,1012.0160000000001,0.6551352531389241,16,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDC29,8.39,0.024342577999999997,113.6176,OUT017,2862.94,0.34919964503203,6,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDR45,10.8,0.028988287999999997,239.2222,OUT049,6692.6216,0.41584337861364784,14,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
NCC42,15.0,0.044908404000000006,140.2838,OUT046,1404.838,0.6442209504578768,16,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
NCF42,17.35,0.168329848,176.7712,OUT017,2812.3392,2.4147287592092987,6,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDZ45,14.1,0.111936685,198.8084,OUT010,992.0419999999999,1.6057564103548176,15,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
FDB23,19.2,0.005620213000000001,226.6062,OUT017,5191.2426,0.08062319383774393,6,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDC41,15.6,0.117095014,78.067,OUT049,1148.505,1.679753776441451,14,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDA10,12.792854228644991,0.248301532,124.1072,OUT019,245.0144,3.561940187079168,28,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
NCM26,20.5,0.023274107000000002,154.134,OUT017,2909.546,0.3338721931110783,6,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDZ58,12.792854228644991,0.091354948,122.3072,OUT019,122.5072,1.3105068581281556,28,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FDW35,10.6,0.011087128,41.4454,OUT035,1468.089,0.15904729408794258,9,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDX32,15.1,0.099839365,143.3786,OUT035,1733.7432,1.4322176894420666,9,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDK40,7.035,0.021938403999999998,264.691,OUT018,5785.802,0.3147112392684648,4,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDD04,16.0,0.090480206,142.4154,OUT017,1985.4156,1.2979584913982796,6,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDP28,13.65,0.080640478,262.6936,OUT046,4175.8976,1.156805425161346,16,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
NCL42,18.85,0.040338009,246.7144,OUT013,6615.3888,0.578657627146099,26,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
DRB13,6.115,0.007043008000000001,190.35299999999998,OUT035,569.259,0.10103350161013135,9,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDC33,8.96,0.069219165,196.5768,OUT018,2759.0752,0.992964173614377,4,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDO58,19.6,0.039569689,165.9526,OUT035,2631.2416,0.5676359074551521,9,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDE34,9.195,0.18058808199999998,182.2634,OUT010,363.5268,2.5905758269076973,15,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
NCE19,8.97,0.09301462,52.7956,OUT046,1037.3164,1.334315218658811,16,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
NCJ18,12.35,0.274405193,117.1124,OUT010,355.5372,3.9364029557816633,15,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
FDF52,9.3,0.06688712299999999,183.9292,OUT049,3283.7256,0.9595105172843126,14,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDY04,17.7,0.042468412999999997,162.421,OUT035,1468.089,0.6092187419374253,9,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
DRF49,7.27,0.071188446,111.9518,OUT049,1138.518,1.0212139434690046,14,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDX27,20.7,0.191008614,92.8436,OUT010,189.0872,2.7400606544984694,15,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
FDV28,16.1,0.15959547300000002,32.8558,OUT013,339.55800000000005,2.289432225309864,26,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDE33,12.792854228644991,0.08690553599999999,78.8644,OUT019,314.2576,1.2466790626086646,28,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FDQ37,20.75,0.08918638699999999,193.3478,OUT013,6006.1818,1.2793983727643494,26,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
NCG30,20.2,0.11232121800000001,123.6046,OUT046,2988.1104,1.611272620967478,16,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
NCH29,5.51,0.034668802,98.5726,OUT017,1761.7068,0.4973316035830606,6,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDV20,20.2,0.062351684100000006,129.0678,OUT017,3560.6984,0.8944486469292312,6,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDG57,14.7,0.072592873,48.5034,OUT018,874.8612,1.0413607582342033,4,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDU60,20.0,0.059889718,168.5132,OUT035,2874.9244,0.859131200757306,9,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
NCH30,17.1,0.11240211800000001,112.986,OUT010,113.186,1.612433149292912,15,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
NCM29,11.5,0.029529474,132.6626,OUT010,262.3252,0.4236068110280908,15,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
FDB12,11.15,0.10573663800000001,104.4648,OUT018,2181.1608,1.516815370026965,4,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDD53,16.2,0.044291251,43.3454,OUT049,503.3448,0.6353677546899323,14,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDI44,16.1,0.100388706,76.0328,OUT049,1853.5872,1.440098107128375,14,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDW56,12.792854228644991,0.070556945,191.2162,OUT027,7504.2318,1.012154922479635,28,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
FDA01,15.0,0.054599767,59.4904,OUT018,644.4944,0.7832456880791979,4,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDG47,12.8,0.069560905,263.0252,OUT013,2885.5772,0.9978665092130654,26,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDT40,5.985,0.09322491366666667,125.2678,OUT035,1017.3424,1.3373319276430642,9,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDU20,19.35,0.021453492999999997,120.3098,OUT035,2530.7058,0.3077550841286054,9,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
NCP41,16.6,0.016276741,109.8596,OUT018,1617.894,0.2334934360476647,4,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDW36,12.792854228644991,0.056656942,106.2622,OUT027,2328.9684,0.8127563167303116,28,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
FDN31,11.5,0.072994847,189.253,OUT049,1328.271,1.0471271638347976,14,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
NCU54,8.88,0.165073642,207.727,OUT010,209.727,2.368017766669759,15,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
FDS01,11.6,0.017744998999999997,177.9686,OUT046,1244.3802,0.2545559205723291,16,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDA23,9.8,0.047453947,101.7016,OUT017,1518.024,0.6807373256755619,6,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDY08,9.395,0.17142216600000001,139.1838,OUT045,1685.8056,2.459088742277902,11,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDJ28,12.3,0.021860985,193.3162,OUT046,3078.6592,0.31360064665503107,16,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
DRF36,16.1,0.023577297999999997,192.6846,OUT046,2866.2690000000002,0.33822153481091405,16,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDH44,19.1,0.043304681,147.5418,OUT010,294.2836,0.6212151906599742,15,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
NCY54,8.43,0.177971115,174.0422,OUT049,2069.3064,2.553034858672512,14,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDR59,14.5,0.106894492,260.4594,OUT010,1046.6376,1.5334250407774874,15,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
DRA59,8.27,0.127927931,184.8924,OUT046,4442.2176,1.8351543577217675,16,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDS55,7.02,0.081623275,148.0734,OUT017,1930.1542,1.1709038646749645,6,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDZ28,20.0,0.051596927,128.0678,OUT045,1780.3492,0.7401692866360977,11,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
DRG49,7.81,0.067592098,246.0486,OUT045,7086.1094,0.9696235389928786,11,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDH21,12.792854228644991,0.054670967,158.6604,OUT019,316.9208,0.7842670677673428,28,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
NCN19,13.1,0.012089478999999998,189.85299999999998,OUT013,3415.554,0.1734262400400722,26,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDP25,15.2,0.021250527999999998,216.5824,OUT045,5241.1776,0.3048435064824775,11,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
DRH59,10.8,0.05843345,74.738,OUT046,1025.3319999999999,0.8382407154245074,16,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDH09,12.6,0.05606697,50.7982,OUT035,473.3838,0.8042930383964048,9,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
NCK54,12.15,0.029569276000000002,115.015,OUT049,2912.875,0.42417777948802815,14,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
